ImageID,Labels,Caption
2499.jpg,1,a very nice umbrella and people taking photos
13515.jpg,19,A herd of wild animals walking in the middle or a shallow river.
21753.jpg,1 2 4,A woman and a girl standing in the street talking to another woman through the window.
10109.jpg,10,A leaning traffic signal that is propped up by a pole.
26855.jpg,1,A series of photos of a man doing a trick on a skateboard.
16905.jpg,1,A woman on a court swinging a tennis racket.
10733.jpg,5,A two propeller airplane in a storage unit.
4841.jpg,1 3,Two men are reaching for the frisbee at the same time.
2912.jpg,8 1 3,Man dressed in suit and wearing glasses standing on sidewalk with ambulance in the street.
17999.jpg,11,A red fire hydrant sitting next to a tree.
6370.jpg,1,Two people standing at the end of a no car zone.
1038.jpg,1,Boy rides down stairs in front of house on skateboard
7932.jpg,1,A young lady holding a tennis racquet while wearing all red.
27162.jpg,1,Two people holding white wii remotes standing next to each other.
29420.jpg,1 2,Two men on skateboards racing around cones setup in a street.
12543.jpg,17,a cat lays down on a board of wood
22576.jpg,7,A series of five trains parked on railroad tracks side by side.
23078.jpg,15,a box of pizza on near a box of tissue on a table
12246.jpg,1,Two young boys who are laying on a bed.
29559.jpg,8 1 10 3,A man walking down a road while carrying luggage.
5737.jpg,1,A man putting on gloves standing with people going skiing and snowboarding.
28542.jpg,1 2 13,a person riding a bike on a city street
23904.jpg,1,people sitting in a living room playing nintendo wii
19043.jpg,5,Military float plane flying overhead on cloudy day.
8884.jpg,11 1 3 6,Many people walking down a city street near a large bus.
27020.jpg,1 2 9,A man doing hand stands next to a bike.
29708.jpg,1 3 6 15,a car that is going down a small street
22733.jpg,1,A beautiful young woman attempts to ride a wave on a surf board.
29680.jpg,1 2,A group of bicyclist riding down a very busy and crowded street.
17349.jpg,1,A zebra laying on top of a cement ground.
24548.jpg,8 1,A tow truck driving down a rural road.
21336.jpg,3 6,A yellow bus driving next to two palm trees.
241.jpg,1,A couple of men playing a game of frisbee.
12619.jpg,1,A beautiful woman holding a surfboard on top of a beach.
27647.jpg,1,A bunk bed that has three bunks in it
25277.jpg,1,a close up of a person with a cell phone
15573.jpg,3 6,A blue city bus is parked next to a bus stop.
21442.jpg,1 4,A man holding a helmet under his arm and standing next to a motorcycle in front of a state park sign.
19380.jpg,1 15,A woman moves her racket in order to try to hit the ball in an indoor tennis court.
1952.jpg,1 19,Two individuals being pulled in a slay by horses.
10744.jpg,1,Woman dressed in black holding a black umbrella.
6258.jpg,1 3,A couple of people with umbrellas and some cars.
1594.jpg,1 3,A time lapse photo of a skateboarder performing a trick.
16944.jpg,1,A MAN AND A WOMAN LOOKING AT A RUG ON THE FLOOR
1984.jpg,8 1 3,A woman walks down a railing in a public space.
29163.jpg,11,A yellow fire hydrant sitting next to a tree.
10873.jpg,1,A man that is holding a racquet on a tennis court.
23371.jpg,8,A picture of two white trucks that are parked.
1042.jpg,1,A baseball player holding a bat next to home plate.
13192.jpg,1,Several rainbow kites of different shapes and sizes fly over a beach.
20856.jpg,3 6,A red and black two tiered bus traveling down a highway.
12884.jpg,1,some people plates and a chocolate cake in a white box
1783.jpg,1 3 6,A bunch of buses sitting on the side of the road.
62.jpg,1 3,A woman wearing a pink hat holding a black umbrella.
0.jpg,1,Woman in swim suit holding parasol on sunny day.
24181.jpg,1,Two tennis players in white touching each other.
3462.jpg,1,a close up of a baseball player getting ready to throw a ball
21030.jpg,1,A shirtless skateboarder rolling down a ramp on two wheels.
12789.jpg,1,"A man with white, back and red makeup on his face."
18375.jpg,1 5,Women and men dressed formally in earlier times stand by classic airplane
15309.jpg,1,A man and a child feeding ship in a cage.
2144.jpg,8 1 3 19,A man herding cows next to a busy read with cars.
24130.jpg,17 1,A cat laying on a mans lap on top of a laptop.
5853.jpg,1,A beautiful young lady swinging a tennis racquet on a tennis court.
3665.jpg,1 3,"A young lady is sitting by herself, outside of a building, checking out her phone."
11607.jpg,3 15,a blurry photo of a bench near a fence
29591.jpg,7,Two red trains sitting inside of a garage.
605.jpg,19,The cows are roaming in the dirt on the farm.
14051.jpg,1,a woman is standing in a grassy field
19075.jpg,5,A white and blue commercial plane taking off for flight
2271.jpg,1,A man that is smiling near a microwave.
1878.jpg,1,A man is water skiing in a lake near the shore.
14956.jpg,1,a young person getting ready to swing a baseball bat
3038.jpg,1 19,a bunch of horses riding on the beach
14797.jpg,10,A red traffic signal sitting in front of a balcony.
27051.jpg,19,A small horse is running around the grass field.
14738.jpg,1,This picture has been edited to change the colors and reduce the contrast.
11727.jpg,18 15,A black dog standing next to a wooden bench.
1028.jpg,1,an image of a man holding a donut and a frappe
13145.jpg,1,A man swinging a baseball bat during a game.
20095.jpg,4,A red motorcycle parked at the side of a road.
28981.jpg,1,A group of people sitting at a table using laptop computers.
22694.jpg,1,a person that is surfing in some water
6544.jpg,1,Two people on the ocean doing some kind of surfing.
7525.jpg,7,A train traveling down train tracks next to tall colorful buildings.
4221.jpg,1,People sitting around a dinner table and talking.
9758.jpg,1 2 3 6,A double decker bus traveling down a busy city street.
1941.jpg,1 3 5,A miniature green plane parked next to a building.
12493.jpg,1 2,A man with an umbrella walking cattle on a dirt road.
8328.jpg,1,A man surfing on the face of a large wave.
3449.jpg,16,A couple of green birds standing next to each other.
17413.jpg,1,A person is working with remote controlled electronics.
27494.jpg,1,A young girl plays wii in front of a television.
28994.jpg,1 3,A group of people with umbrella's in an open plaza area.
28006.jpg,1,A man in white shirt and shorts playing a game of tennis.
14658.jpg,1,A man walks down a wooded garden path using a cane umbrella.
12830.jpg,1,A man standing next to a woman in a living room.
13541.jpg,1 3 15,A bench thats by a tall tree next to a sidewalk.
27178.jpg,1 15,A baseball player swinging a bat while others watch.
22046.jpg,1 3,A person standing on top of a  tennis court holding a racquet.
4526.jpg,3 8 11 13 15,a city neighborhood with a stop sign on the corner
20157.jpg,9 1,Families and groups of people standing on a beach with their feet in the water.
413.jpg,1,Military personnel are serving people in a buffet line.
23397.jpg,1 3,Two geisha girls standing next to each other while holding umbrella.
9368.jpg,8 1 3 6,A woman standing ion a street that has been roped off.
29107.jpg,19 2 3,The horse stands near a trailer attached to a car.
26258.jpg,1 2 3 8 10,A sign letting readers know that the bike lane is ahead.
3954.jpg,1,a person riding a surf board on a wave
16077.jpg,1 5,A large jet liner sitting on top of an airport runway.
27521.jpg,9 1,A long white paddle boat with people riding on top of it.
8465.jpg,17,an orange cat and a gray cat play in a living room
7386.jpg,1,Two skateboarders practicing their flips on a wooden ramp.
19191.jpg,10 3,An empty street with light traffic at sunset.
26113.jpg,1,A male skate boarding in a closed building.
23607.jpg,1,A modern looking bathroom with glass losing doors
12668.jpg,17,A cat playing with an open laptop computer.
27763.jpg,1,A baseball player pulls his arm back to throw the ball.
22775.jpg,1 3 4,A picture of a person that is in front of a building.
22922.jpg,1 17 15,A woman sitting on top of a stone bench with a cat.
2288.jpg,1,a couple of men are sitting around a table
22611.jpg,6,A green bus parked and covered in snow.
13742.jpg,1,A mother and daughter smile as they eat their meal.
13785.jpg,3 4,A motorcycle parked in front of a building in an alley.
20337.jpg,1,A man holding a pink nipple ring up against his right breast.
5322.jpg,1,Man standing by shore in ocean holding a surfboard
19035.jpg,11,A fire extinguisher is out in the grass on a nice day.
7916.jpg,1,"Many people, with one lady looking at the camera, are at the table eating."
11431.jpg,1 2,A group of people on skateboards riding around.
23606.jpg,1,Two children holding game controllers and playing video games.
27164.jpg,1 18,The dog picked up the Frisbee by its mouth.
1523.jpg,10 5,A private runway with a plane sitting on it.
14922.jpg,1,A man is eating a piece of chocolate cake at an outdoor cafe.
14085.jpg,1 19,An adorable little girl standing next to a horse.
19900.jpg,18,The dog is laying on the floor next to the table with the laptop on it.
19834.jpg,1,A man in cardigan and tie in white room.
12718.jpg,1 3 8 10 19,A horse drawn carriage riding past a city trash truck.
2634.jpg,1 6,A church stands with two crosses on top
24943.jpg,1 4,a man on a motorcycle riding in front of people that are walking
23276.jpg,1,a baseball player with a bat on the field
18912.jpg,1,A man is playing a video games as others watch.
23183.jpg,1,A man stands on his surfboard while surfing a small wave.
9606.jpg,18,A small wrinkley dog wearing a bow tie.
1130.jpg,1,A couple of people on the water flying a kite.
29098.jpg,15,A couple of seats sitting on the side of  a train.
18356.jpg,10 7,An aerial view of a train station and it's tracks.
25057.jpg,1 3,The little boy is running with a baseball bat.
1416.jpg,1 3,A couple looking into store windows at night
5850.jpg,1 3 6,Three red double decker buses parked next to each other.
12492.jpg,1 2 3,A man walking down a street next to a tall building.
1621.jpg,1 2,a man holding a bunch of unripe bananas.
18783.jpg,17,A cat laying on top of a red chair with a red foot stool.
11720.jpg,1,A woman cutting a white cake with a knife.
1840.jpg,1 2 3 8 10,A yellow four door pick up truck parked on the side of the street.
22221.jpg,1,Male and female on a tennis court with the woman watching the man as he kneels.
7178.jpg,1 7 15,a train sitting next to  a  pedestrian sitting on a bench on a  railway platform.
20543.jpg,1,a elderly man in a sweater playing the wii game
28885.jpg,1 18 3,A puppy dog looks in the window of a shoe store.
11188.jpg,1,A woman is holding up something in a hospital room.
25849.jpg,1,A big pot of oil is holding donuts and holes as they are frying.
27438.jpg,1,a person riding skis on a snowy slope
11491.jpg,1 7,A red white and black stopped at a train station.
13142.jpg,9,A group of boats with colorful flags at docked
1486.jpg,1 3,A young boy swinging a baseball bat in a forest.
27624.jpg,8 1,"Olive green vintage military truck, six wheeled."
25547.jpg,11,A fire hose is held in a convenient space next to the fire hydrant.
24231.jpg,9 5,A large airplane flying over a body of water.
1238.jpg,1,A man standing at a podium while giving a speech.
12218.jpg,1,A woman riding roller skates in an attic.
10606.jpg,18,A dog sitting next to the front of a store.
9910.jpg,1,A man eats a banana while standing outside.
6110.jpg,17,a cat sitting in a black suitcase looking into the camera
27333.jpg,17 18,A vase with a plane on top of a tile floor.
6064.jpg,1,A group of people standing on top of a soccer field kicking balls around.
23301.jpg,1,Little girl on the beach barefoot flying a kite.
21577.jpg,1 2,a couple of people that are sitting with laptops
23500.jpg,1 5,A large white jetliner sitting on top of an airport runway.
15868.jpg,1,A man holding a baseball bat on a field.
20842.jpg,1,A woman standing in front of a wall mounted oven.
18861.jpg,1 3 6 10 19,Police officer on horse moving through city street.
24678.jpg,1,A woman in blue shirt and jeans sitting on a white chair eating.
9017.jpg,1 4 6,A cop riding on a motorcycle near a red bus.
9151.jpg,1,A man in a wet suit standing on a surfboard in the water.
17613.jpg,1,A young boy with his mitt in hand is ready for the catch.
15061.jpg,8 18,a car with a mirror view of a dog walking behind it
8615.jpg,1 5,A large passenger propeller plane sitting on top of a tarmac.
27386.jpg,19,A window over looking an animal pen with animals in it.
15954.jpg,1,Law enforcement officers talk to a man on the street.
6968.jpg,1,an old black and white photo of two people standing next to a table wit ha cake
20045.jpg,1,A couple of men standing next to each other holding Wii game controllers.
